transaction_id,amount,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase,repeat_retailer,used_chip,used_pin,online_order,hour_of_day,fraud
TXN108831,74.33,14.78,4.66,0.57,1,1,0,0,14,0
TXN108832,66.83,1.33,1.69,0.87,1,1,0,0,14,0
TXN108833,65.85,8.43,1.08,1.06,1,1,1,0,15,0
TXN108834,94.12,1.65,0.5,1.58,1,0,0,0,15,0
TXN108835,75.89,4.31,0.33,0.51,1,1,1,0,17,0
TXN108836,24.02,7.92,0.38,1.1,1,1,0,0,17,0
TXN108837,111.09,0.15,3.02,1.56,1,1,0,1,14,0
TXN108838,11.66,9.89,4.9,1.19,1,0,1,0,15,0
TXN108839,44.16,1.09,0.3,0.41,1,1,1,1,18,0
TXN108840,34.95,18.0,2.91,1.83,1,1,1,1,16,0
TXN108841,92.8,0.07,1.68,0.4,0,0,1,0,17,0
TXN108842,403.51,58.93,14.06,1.01,0,0,0,1,20,1
TXN108843,156.84,3.48,0.71,0.66,1,1,0,0,14,0
TXN108844,43.07,3.39,3.57,0.32,1,1,0,0,15,0
TXN108845,88.79,0.9,0.2,0.6,1,1,1,1,12,0
TXN108846,41.19,9.54,4.65,1.83,1,0,1,0,7,0
TXN108847,12.67,14.11,2.87,0.24,1,1,0,0,9,0
TXN108848,59.83,16.37,3.53,1.06,1,1,1,0,5,0
TXN108849,51.63,2.45,4.13,0.83,1,0,0,0,14,0
TXN108850,7.23,14.15,2.99,1.93,0,0,1,0,7,0
TXN108851,32.04,0.69,5.61,0.06,1,1,0,0,12,0
TXN108852,13.69,3.18,3.2,1.27,1,1,0,0,9,0
TXN108853,61.54,7.09,4.88,1.0,1,0,1,1,17,0
TXN108854,31.75,19.39,1.89,0.3,1,0,1,0,18,0
TXN108855,33.76,5.94,2.19,1.72,0,0,1,0,20,0
TXN108856,43.72,3.15,0.52,1.03,0,1,0,0,4,0
TXN108857,73.68,19.04,8.32,0.78,1,1,1,0,13,0
TXN108858,48.26,6.13,5.61,1.24,1,0,1,1,13,0
TXN108859,143.47,0.83,1.79,1.04,1,1,0,0,13,0
TXN108860,69.69,10.37,1.6,1.36,1,1,1,0,14,0
TXN108861,17.55,1.52,8.86,1.08,1,1,0,0,0,0
TXN108862,90.15,12.45,1.75,0.98,1,0,1,0,20,0
TXN108863,73.44,9.1,0.53,1.26,1,1,1,1,16,0
TXN108864,134.93,9.22,3.9,1.06,0,1,1,0,9,0
TXN108865,41.44,2.14,0.66,0.71,0,1,1,1,7,0
TXN108866,70.28,1.53,8.89,0.63,1,0,0,1,19,0
TXN108867,188.77,4.81,1.62,1.15,1,1,1,0,19,0
TXN108868,17.56,22.12,1.91,1.37,1,0,1,0,17,0
TXN108869,809.13,50.8,44.9,4.24,0,0,0,1,10,1
TXN108870,90.99,0.55,3.33,0.91,1,1,1,1,12,0
TXN108871,21.01,17.43,3.42,1.03,0,1,0,1,13,0
TXN108872,32.1,6.89,0.13,0.09,1,1,1,0,21,0
TXN108873,58.01,4.37,3.94,0.94,1,1,1,0,13,0
TXN108874,158.28,3.03,2.16,0.95,1,1,1,0,20,0
TXN108875,76.15,15.37,7.37,1.05,1,1,1,1,10,0
TXN108876,105.15,5.25,3.05,1.04,1,1,0,1,18,0
TXN108877,55.12,4.59,5.03,0.98,1,1,1,1,11,0
TXN108878,35.21,18.28,0.39,0.8,0,0,1,1,17,0
TXN108879,204.04,142.37,81.1,7.84,0,0,0,1,10,1
TXN108880,48.09,6.87,6.74,0.85,1,1,0,0,9,0
TXN108881,128.24,2.42,6.77,1.05,1,0,1,1,17,0
TXN108882,114.58,2.55,1.89,0.98,0,1,0,1,18,0
TXN108883,17.94,17.85,4.82,1.41,0,1,1,0,20,0
TXN108884,49.72,10.02,2.83,0.73,1,0,1,0,17,0
TXN108885,33.63,24.2,2.92,0.3,1,1,0,1,17,0
TXN108886,101.98,1.17,2.16,0.46,1,0,0,0,18,0
TXN108887,72.5,2.59,4.65,0.86,1,0,1,0,15,0
TXN108888,79.42,1.08,1.06,1.55,1,1,0,1,14,0
TXN108889,41.26,4.48,4.05,1.09,1,1,1,0,16,0
TXN108890,128.83,2.57,0.34,1.54,1,0,1,0,0,0
TXN108891,93.56,6.67,1.83,0.79,1,1,1,0,18,0
TXN108892,105.93,17.26,2.62,1.24,1,0,0,0,8,0
TXN108893,72.25,1.4,5.51,1.53,1,1,1,0,23,0
TXN108894,107.5,8.35,3.07,1.61,1,1,0,0,23,0
TXN108895,96.77,2.98,0.09,0.53,1,0,1,0,17,0
TXN108896,107.55,0.31,6.12,0.68,0,1,1,1,16,0
TXN108897,101.57,1.84,9.96,1.31,0,0,1,0,11,0
TXN108898,93.63,7.55,7.36,1.24,1,1,1,0,23,0
TXN108899,31.6,16.46,4.95,1.06,0,0,0,1,16,0
TXN108900,18.72,11.27,1.94,0.7,1,1,1,1,18,0
TXN108901,40.4,11.74,0.86,1.22,1,1,1,0,7,0
TXN108902,89.14,6.23,6.59,0.88,1,0,1,0,13,0
TXN108903,83.06,20.72,7.11,1.07,1,1,0,0,20,0
TXN108904,309.48,0.27,6.67,0.96,0,1,1,0,17,0
TXN108905,15.24,13.73,3.89,0.57,1,0,0,1,17,0
TXN108906,21.12,5.05,2.94,1.31,1,1,1,0,12,0
TXN108907,56.2,8.1,1.35,1.12,1,0,1,0,1,0
TXN108908,14.12,3.21,5.11,1.45,1,1,1,0,17,0
TXN108909,90.37,0.89,7.31,1.42,1,1,0,0,7,0
TXN108910,18.9,5.9,9.1,0.71,1,1,1,0,11,0
TXN108911,135.58,9.52,5.21,0.71,0,1,1,0,15,0
TXN108912,35.98,7.56,5.8,0.94,1,1,1,0,14,0
TXN108913,34.19,8.27,7.08,0.31,1,1,1,1,13,0
TXN108914,52.26,2.49,5.85,0.73,1,1,0,0,17,0
TXN108915,24.96,12.68,0.07,1.06,1,1,1,0,14,0
TXN108916,28.18,12.82,0.07,1.36,1,1,0,1,7,0
TXN108917,49.15,2.58,0.9,1.64,1,1,1,0,15,0
TXN108918,79.38,1.72,2.77,1.77,1,1,1,0,14,0
TXN108919,13.94,5.56,1.38,0.6,1,1,0,0,9,0
TXN108920,130.1,0.15,7.0,0.76,1,0,0,0,18,0
TXN108921,180.73,0.15,0.13,0.8,1,0,1,0,14,0
TXN108922,101.93,3.25,2.72,0.38,1,1,0,0,17,0
TXN108923,53.88,8.63,2.81,0.2,1,1,0,0,17,0
TXN108924,77.99,4.38,0.4,1.16,1,1,1,0,12,0
TXN108925,106.65,6.79,1.85,1.08,1,1,0,1,12,0
TXN108926,42.6,0.57,0.25,0.83,1,1,1,0,8,0
TXN108927,60.96,2.46,4.19,0.58,1,0,0,0,20,0
TXN108928,129.44,7.83,4.55,1.57,1,1,1,0,18,0
TXN108929,195.36,17.43,0.15,0.91,1,1,1,1,14,0
TXN108930,89.54,1.47,1.72,1.4,1,0,1,1,19,0
TXN108931,92.21,12.61,8.99,0.78,1,1,1,1,20,0
TXN108932,138.96,7.04,0.68,0.63,1,1,0,0,17,0
TXN108933,351.08,47.13,54.84,5.2,1,1,0,1,16,1
TXN108934,228.3,7.64,1.71,1.3,1,1,1,0,14,0
TXN108935,24.1,8.34,3.45,1.24,1,1,1,1,21,0
TXN108936,84.22,7.84,5.71,1.07,1,1,1,0,6,0
TXN108937,70.7,3.03,4.92,1.17,1,0,0,0,4,0
TXN108938,99.86,2.61,6.13,1.53,0,1,0,0,23,0
TXN108939,116.92,12.42,3.59,0.62,1,1,1,0,19,0
TXN108940,85.2,4.81,6.6,2.07,1,0,1,0,7,0
TXN108941,20.27,1.9,3.3,1.31,1,1,0,0,11,0
TXN108942,147.41,5.35,4.25,1.29,0,0,1,0,11,0
TXN108943,34.7,11.07,2.25,0.66,1,0,1,0,14,0
TXN108944,30.92,1.69,0.38,0.56,1,0,0,1,19,0
TXN108945,87.73,10.42,5.19,1.13,1,1,0,0,11,0
TXN108946,80.61,0.99,7.42,0.94,1,1,0,0,9,0
TXN108947,49.31,8.0,5.9,0.94,1,0,0,1,9,0
TXN108948,12.6,9.14,1.65,0.13,1,1,1,0,4,0
TXN108949,94.13,7.45,8.53,0.04,1,1,1,1,14,0
TXN108950,67.2,13.49,1.35,0.48,0,1,1,0,10,0
TXN108951,43.47,13.18,0.06,0.67,1,1,0,0,16,0
TXN108952,75.54,8.0,0.73,1.39,1,1,1,0,15,0
TXN108953,3.92,6.91,7.56,0.76,1,0,1,1,16,0
TXN108954,24.49,16.16,7.17,0.22,1,1,1,0,18,0
TXN108955,56.91,5.61,9.41,1.69,1,1,0,0,3,0
TXN108956,11.35,10.66,2.76,0.63,1,0,0,0,19,0
TXN108957,160.47,13.5,3.35,0.27,1,0,0,1,3,0
TXN108958,131.03,15.34,14.81,0.51,1,1,0,1,21,0
TXN108959,47.93,0.5,3.53,0.04,1,0,0,0,12,0
TXN108960,278.29,97.44,146.34,8.06,0,1,0,0,0,1
TXN108961,122.8,13.71,0.55,1.36,1,1,1,0,14,0
TXN108962,45.22,1.77,7.34,0.07,1,1,1,0,11,0
TXN108963,57.45,9.22,0.06,0.76,0,1,1,0,14,0
TXN108964,101.84,16.07,5.36,0.98,1,1,1,0,15,0
TXN108965,51.76,1.39,3.09,1.56,1,0,1,0,18,0
TXN108966,25.18,10.07,2.0,1.07,1,1,0,0,15,0
TXN108967,130.14,3.87,1.69,1.55,1,1,0,1,15,0
TXN108968,259.62,11.73,9.68,1.08,1,1,1,1,13,0
TXN108969,121.84,8.41,0.27,2.0,1,1,0,1,20,0
TXN108970,90.89,3.47,1.57,1.17,1,1,1,0,20,0
TXN108971,162.05,0.44,3.36,1.22,1,0,1,0,4,0
TXN108972,25.19,9.08,8.1,1.53,1,1,1,1,13,0
TXN108973,32.13,21.63,6.26,1.28,0,1,1,1,15,0
TXN108974,99.75,3.12,4.35,1.22,1,1,0,1,14,0
TXN108975,75.86,5.65,4.37,0.43,1,1,1,0,11,0
TXN108976,7.39,4.87,2.27,1.16,1,0,1,0,15,0
TXN108977,64.23,12.22,0.3,0.49,1,0,1,1,23,0
TXN108978,60.25,5.92,4.09,2.16,1,0,1,0,13,0
TXN108979,13.38,8.45,0.81,0.33,1,0,1,0,6,0
TXN108980,18.04,8.07,0.79,1.37,0,1,0,1,20,0
TXN108981,31.58,7.21,3.95,1.26,1,1,1,1,9,0
TXN108982,72.15,8.12,2.39,0.9,1,1,1,1,17,0
TXN108983,75.48,4.16,1.56,0.68,0,1,0,0,19,0
TXN108984,142.92,9.57,8.29,1.17,1,1,0,1,7,0
TXN108985,150.73,5.69,3.76,1.18,1,1,1,0,16,0
TXN108986,66.6,24.11,1.89,1.22,0,1,1,1,22,0
TXN108987,27.6,7.84,1.39,0.12,1,1,1,1,18,0
TXN108988,158.83,6.86,5.65,1.39,1,1,1,0,15,0
TXN108989,71.02,11.43,1.25,1.12,1,0,1,0,8,0
TXN108990,183.86,6.68,7.38,0.63,0,1,1,1,8,0
TXN108991,72.97,1.3,6.81,1.36,1,0,0,0,8,0
TXN108992,30.19,22.89,1.39,0.56,1,0,1,0,21,0
TXN108993,229.67,3.23,0.84,0.62,1,1,1,0,15,0
TXN108994,47.97,4.61,10.1,1.09,1,1,0,0,22,0
TXN108995,73.38,23.06,3.73,1.06,1,1,0,1,9,0
TXN108996,62.67,4.68,0.74,0.73,1,1,1,1,11,0
TXN108997,37.91,7.2,1.46,1.08,1,1,1,0,19,0
TXN108998,28.78,22.39,1.67,0.8,1,0,1,0,14,0
TXN108999,107.08,3.46,2.5,1.03,1,0,0,0,21,0
TXN109000,16.87,2.57,0.43,0.33,1,1,1,0,14,0
TXN109001,63.63,1.53,0.57,0.62,1,1,0,0,11,0
TXN109002,54.98,4.39,2.11,0.02,1,1,0,0,7,0
TXN109003,8.02,14.91,3.42,1.25,1,0,1,0,23,0
TXN109004,309.4,9.36,1.48,0.61,1,0,0,0,10,0
TXN109005,97.61,6.82,2.11,1.23,1,1,0,1,13,0
TXN109006,51.33,15.27,1.82,1.11,1,0,1,1,18,0
TXN109007,184.74,14.87,3.39,1.09,1,1,1,1,6,0
TXN109008,43.51,6.0,1.92,1.18,1,0,1,0,14,0
TXN109009,48.11,4.83,4.69,1.31,0,0,0,0,10,0
TXN109010,39.71,11.1,2.54,0.53,1,0,0,0,14,0
TXN109011,52.71,3.33,2.31,1.49,1,1,1,0,15,0
TXN109012,11.34,5.99,1.34,0.91,1,1,1,0,17,0
TXN109013,25.29,0.51,4.55,0.33,0,0,0,0,17,0
TXN109014,188.43,2.65,1.37,1.02,0,1,0,0,15,0
TXN109015,88.8,0.19,6.72,0.32,1,1,0,1,13,0
TXN109016,204.96,0.5,0.65,1.54,0,1,0,0,9,0
TXN109017,33.53,17.68,3.93,0.3,1,1,0,0,15,0
TXN109018,5.56,10.79,6.27,1.07,1,0,0,0,14,0
TXN109019,233.51,1.72,0.17,1.07,1,1,0,1,13,0
TXN109020,113.16,3.14,3.04,0.95,1,1,1,0,5,0
TXN109021,128.95,9.73,8.06,0.83,1,0,1,0,17,0
TXN109022,161.66,8.07,3.17,0.86,1,1,0,0,16,0
TXN109023,61.29,17.19,7.71,0.94,1,1,0,0,1,0
TXN109024,42.65,22.29,12.51,1.27,1,0,1,0,16,0
TXN109025,49.97,6.52,1.42,0.74,1,1,0,1,21,0
TXN109026,60.93,13.69,1.44,1.4,0,1,1,0,8,0
TXN109027,69.63,7.05,5.45,1.03,1,0,1,1,17,0
TXN109028,86.94,11.81,7.85,1.11,0,1,0,0,7,0
TXN109029,17.47,2.93,6.61,1.5,0,0,1,0,6,0
TXN109030,19.11,0.31,1.19,1.58,1,1,0,1,16,0
TXN109031,175.17,6.68,4.87,1.15,1,0,1,0,20,0
TXN109032,51.54,10.4,0.46,0.66,1,0,1,0,10,0
TXN109033,70.94,20.46,0.81,1.01,1,1,0,1,12,0
TXN109034,77.65,11.05,2.05,1.05,1,1,1,0,13,0
TXN109035,59.47,9.72,2.98,0.86,1,1,1,1,3,0
TXN109036,115.76,18.81,2.66,1.27,1,1,1,0,17,0
TXN109037,303.35,60.53,79.82,5.65,0,1,0,1,1,1
TXN109038,52.89,0.98,2.9,0.78,1,1,0,0,13,0
TXN109039,15.18,9.92,2.91,1.19,1,1,1,0,12,0
TXN109040,92.31,1.53,10.45,0.14,0,0,0,1,6,0
TXN109041,62.9,12.11,7.16,0.49,0,0,1,1,13,0
TXN109042,65.87,0.64,2.53,1.24,1,0,0,1,7,0
TXN109043,19.19,14.89,0.78,0.66,1,1,1,0,15,0
TXN109044,30.41,2.68,0.61,1.76,1,0,1,0,17,0
TXN109045,134.51,11.85,3.79,0.47,1,1,0,0,8,0
TXN109046,114.49,0.88,1.68,0.52,1,0,1,1,15,0
TXN109047,46.17,6.69,3.06,1.16,1,0,1,0,13,0
TXN109048,26.08,10.25,1.2,0.26,1,1,1,0,13,0
TXN109049,8.1,8.23,0.05,0.41,1,1,0,0,9,0
TXN109050,109.89,5.8,0.18,0.11,1,1,0,1,19,0
TXN109051,32.17,10.93,3.91,0.51,1,1,0,0,17,0
TXN109052,113.83,9.0,9.15,1.18,0,1,1,0,8,0
TXN109053,176.63,8.49,3.36,1.23,1,1,0,1,6,0
TXN109054,62.16,4.34,3.76,1.73,1,1,1,0,16,0
TXN109055,34.92,9.4,2.38,1.22,0,1,1,0,21,0
TXN109056,88.88,1.0,5.81,1.09,0,1,1,0,13,0
TXN109057,151.18,10.77,7.92,1.86,1,1,1,0,6,0
TXN109058,10.75,2.79,2.88,0.15,0,1,1,0,10,0
TXN109059,24.12,8.81,5.78,1.0,0,0,1,0,20,0
TXN109060,41.15,0.86,0.04,1.34,1,0,0,0,6,0
TXN109061,246.7,3.61,3.88,1.23,1,0,0,0,21,0
TXN109062,88.83,15.01,3.73,0.51,1,1,1,0,12,0
TXN109063,70.75,6.7,5.93,1.66,1,1,1,0,3,0
TXN109064,113.52,10.04,3.2,0.59,0,1,1,0,15,0
TXN109065,187.08,4.28,5.32,1.2,1,1,1,1,19,0
TXN109066,58.81,7.84,0.4,1.32,1,0,0,0,11,0
TXN109067,132.67,7.18,1.33,1.56,1,0,1,0,10,0
TXN109068,80.44,13.92,2.6,1.04,1,0,0,1,14,0
TXN109069,9.19,7.74,2.76,0.56,1,1,0,1,21,0
TXN109070,143.91,72.51,44.11,3.97,0,0,0,1,1,1
TXN109071,94.35,4.82,8.1,1.07,1,1,1,0,19,0
TXN109072,60.18,19.69,3.89,0.42,1,1,0,1,1,0
TXN109073,41.39,5.54,5.36,1.1,0,0,1,0,9,0
TXN109074,5.8,2.99,8.33,1.06,1,1,0,0,20,0
TXN109075,31.05,3.98,2.09,1.17,1,1,0,0,11,0
TXN109076,226.19,0.6,0.59,0.9,0,1,1,0,10,0
TXN109077,169.6,13.54,2.2,0.73,1,1,1,0,17,0
TXN109078,739.93,116.83,88.43,4.27,0,0,0,1,2,1
TXN109079,142.97,8.9,0.74,1.24,1,0,1,0,14,0
TXN109080,58.09,11.82,2.0,0.91,1,1,1,0,9,0
TXN109081,32.5,6.99,1.83,0.9,1,1,0,0,9,0
TXN109082,80.32,4.76,3.07,0.37,0,0,1,0,20,0
TXN109083,60.79,15.2,8.69,1.41,1,1,1,0,18,0
TXN109084,67.23,0.77,2.07,0.06,1,1,1,0,7,0
TXN109085,84.26,16.58,2.6,0.9,1,1,1,0,19,0
TXN109086,62.9,10.16,3.36,0.47,1,1,1,0,10,0
TXN109087,61.13,1.45,5.07,1.8,0,0,0,0,13,0
TXN109088,92.3,5.57,5.19,1.35,1,0,0,0,14,0
TXN109089,113.7,4.84,2.24,1.32,1,0,1,1,6,0
TXN109090,135.33,12.43,3.38,0.75,0,1,0,0,13,0
TXN109091,66.23,14.36,2.39,0.93,1,1,0,1,13,0
TXN109092,88.77,15.91,6.31,1.23,1,1,0,0,6,0
TXN109093,487.06,1.76,11.92,4.19,0,0,0,0,12,1
TXN109094,20.28,9.88,3.87,1.71,1,0,1,0,10,0
TXN109095,111.3,4.82,3.99,0.01,0,0,1,0,16,0
TXN109096,52.13,18.12,0.29,1.38,1,1,0,1,1,0
TXN109097,31.64,7.38,1.51,0.49,1,0,0,1,10,0
TXN109098,60.92,3.52,0.51,1.17,1,1,1,1,6,0
TXN109099,33.04,9.82,0.77,0.89,1,0,0,0,13,0
TXN109100,7.76,3.17,2.57,0.46,0,1,1,1,15,0
TXN109101,109.21,3.92,2.68,2.14,1,1,1,1,20,0
TXN109102,68.43,21.79,2.57,0.97,1,1,0,1,17,0
TXN109103,56.4,21.26,4.92,2.19,1,1,1,1,16,0
TXN109104,71.98,3.52,0.93,0.65,1,1,1,0,9,0
TXN109105,113.75,13.35,2.78,0.59,1,1,1,0,13,0
TXN109106,80.35,3.69,1.47,1.67,1,1,1,1,14,0
TXN109107,73.88,2.78,5.74,1.17,1,1,1,1,14,0
TXN109108,84.63,15.31,1.59,1.42,1,1,0,1,23,0
TXN109109,137.87,0.8,0.96,1.28,1,1,1,0,13,0
TXN109110,107.4,5.48,1.46,1.44,1,0,0,1,16,0
TXN109111,75.28,5.1,1.39,0.97,1,1,1,1,8,0
TXN109112,175.79,8.17,9.03,0.22,1,1,1,1,12,0
TXN109113,61.76,7.6,6.51,0.96,1,1,1,0,18,0
TXN109114,19.68,8.92,6.01,1.38,1,1,1,0,9,0
TXN109115,79.42,9.26,6.98,1.24,1,1,0,0,15,0
TXN109116,91.05,16.36,10.97,0.87,1,0,0,0,16,0
TXN109117,66.78,9.57,4.09,0.11,1,1,0,0,15,0
TXN109118,185.45,19.73,5.77,0.72,0,0,1,0,11,0
TXN109119,117.61,22.83,2.82,1.27,1,0,1,0,11,0
TXN109120,99.84,11.16,0.42,0.86,1,1,0,0,8,0
TXN109121,863.02,13.75,46.26,0.24,0,0,0,1,6,1
TXN109122,35.87,13.11,2.05,1.11,1,1,0,0,10,0
TXN109123,48.28,8.89,3.83,1.23,1,0,0,0,11,0
TXN109124,133.5,4.41,2.57,1.06,1,0,1,1,4,0
TXN109125,79.8,4.48,5.22,1.47,1,0,1,0,11,0
TXN109126,109.89,21.2,2.55,0.99,1,1,0,0,17,0
TXN109127,315.73,119.35,38.07,2.55,0,0,0,1,4,1
TXN109128,63.24,5.43,4.15,0.78,1,1,1,0,7,0
TXN109129,98.72,1.2,2.61,0.8,1,1,1,0,15,0
TXN109130,112.47,3.21,6.29,2.1,1,1,1,0,13,0
TXN109131,48.52,2.61,0.4,0.73,1,1,0,0,9,0
TXN109132,27.01,3.36,1.41,0.55,1,1,1,0,23,0
TXN109133,50.77,9.52,4.75,1.15,1,1,1,0,13,0
TXN109134,183.01,7.49,3.79,1.15,1,1,0,0,11,0
TXN109135,72.12,7.3,9.42,1.26,1,1,1,1,9,0
TXN109136,17.35,18.06,0.49,1.69,1,0,1,1,9,0
TXN109137,148.21,0.2,1.32,2.23,1,1,0,0,9,0
TXN109138,220.77,4.52,2.69,0.53,1,0,1,0,10,0
TXN109139,12.44,1.54,4.71,1.15,1,1,1,1,8,0
TXN109140,97.02,7.92,5.96,0.53,1,0,1,0,16,0
TXN109141,265.53,1.45,10.61,0.21,1,0,0,0,0,0
TXN109142,56.2,0.58,5.17,0.72,1,1,0,1,13,0
TXN109143,75.86,7.76,2.32,1.68,1,1,1,0,5,0
TXN109144,15.48,5.95,4.46,1.08,1,1,0,0,22,0
TXN109145,99.61,3.2,1.22,1.19,1,0,1,0,11,0
TXN109146,63.75,6.12,1.22,0.93,1,1,0,0,11,0
TXN109147,150.64,4.45,5.39,1.35,1,1,1,1,18,0
TXN109148,8.16,0.3,3.62,0.57,1,1,0,1,15,0
TXN109149,12.92,4.94,2.54,0.96,1,1,1,1,5,0
TXN109150,99.79,7.43,0.14,0.93,1,1,0,0,11,0
TXN109151,88.56,2.7,2.1,0.27,1,0,0,0,8,0
TXN109152,47.06,6.47,1.02,0.18,1,1,1,0,11,0
TXN109153,34.93,16.26,2.68,0.25,1,1,0,1,15,0
TXN109154,58.74,1.25,6.13,1.5,1,0,1,0,12,0
TXN109155,3.75,14.72,0.89,1.6,0,1,1,0,8,0
TXN109156,42.69,4.08,4.15,1.15,1,1,1,0,15,0
TXN109157,74.99,9.68,5.1,1.19,1,1,1,0,19,0
TXN109158,109.8,18.33,6.14,1.15,0,0,1,0,13,0
TXN109159,31.47,20.88,1.91,0.41,1,1,1,1,12,0
TXN109160,100.02,12.54,0.6,1.83,0,1,1,0,18,0
TXN109161,207.73,0.66,3.06,0.35,1,0,0,0,17,0
TXN109162,86.28,1.77,2.82,0.44,1,1,1,0,16,0
TXN109163,170.18,11.16,6.44,0.61,0,1,1,0,15,0
TXN109164,25.33,7.57,7.66,1.14,1,0,0,1,11,0
TXN109165,184.03,12.69,1.03,1.11,1,1,1,1,9,0
TXN109166,41.42,9.08,6.94,1.14,1,1,1,1,18,0
TXN109167,17.69,1.49,4.24,0.66,1,0,0,0,11,0
TXN109168,25.96,8.8,2.05,0.73,1,1,0,0,19,0
TXN109169,82.67,6.54,1.74,0.67,1,1,0,0,23,0
TXN109170,55.62,2.57,5.8,0.8,1,1,1,0,18,0
TXN109171,57.83,2.91,0.52,0.83,1,1,1,1,1,0
TXN109172,103.77,12.74,0.64,1.56,1,1,1,0,17,0
TXN109173,93.78,4.65,1.01,1.35,1,1,1,0,23,0
TXN109174,96.44,26.07,0.18,0.73,1,1,0,0,14,0
TXN109175,100.42,0.7,3.85,1.14,1,0,1,0,9,0
TXN109176,44.24,26.96,6.64,0.5,1,1,1,1,17,0
TXN109177,99.91,0.42,4.1,1.11,0,1,0,0,11,0
TXN109178,220.54,4.47,7.56,0.52,1,1,0,1,7,0
TXN109179,22.49,1.12,0.88,1.58,1,1,0,0,14,0
TXN109180,26.03,3.97,3.2,0.67,1,1,1,1,19,0
TXN109181,68.82,7.96,2.39,1.1,0,1,0,0,15,0
TXN109182,68.06,10.09,0.46,1.86,1,0,0,0,7,0
TXN109183,187.88,11.65,3.54,0.22,1,1,1,0,15,0
TXN109184,131.3,4.67,4.51,0.17,1,0,0,0,10,0
TXN109185,49.9,9.61,4.2,1.5,1,1,0,0,12,0
TXN109186,119.68,3.31,4.73,0.78,1,1,0,0,15,0
TXN109187,78.3,23.97,6.55,1.51,1,1,1,0,19,0
TXN109188,57.65,0.46,6.54,1.1,1,0,1,1,15,0
TXN109189,111.13,12.83,2.16,1.6,1,1,1,0,14,0
TXN109190,177.81,8.35,0.29,0.07,1,1,1,0,18,0
TXN109191,29.8,0.72,5.04,1.15,1,1,1,0,14,0
TXN109192,140.9,5.71,0.63,0.66,1,1,1,0,19,0
TXN109193,41.55,7.59,5.31,1.1,1,1,1,0,12,0
TXN109194,48.62,11.5,8.07,1.52,1,1,1,0,10,0
TXN109195,98.79,1.63,1.49,0.4,1,1,0,0,12,0
TXN109196,9.47,20.39,0.24,1.22,1,0,1,0,7,0
TXN109197,68.94,5.59,5.49,1.64,0,0,1,0,10,0
TXN109198,29.05,11.59,2.49,0.09,1,0,0,0,19,0
TXN109199,18.64,7.41,5.62,1.11,1,1,1,0,12,0
TXN109200,32.48,7.05,0.6,1.62,1,1,1,0,1,0
TXN109201,85.38,3.92,5.58,0.33,0,1,1,0,2,0
TXN109202,11.1,4.91,8.19,1.29,1,0,1,0,12,0
TXN109203,69.2,4.13,1.77,1.87,1,0,1,1,8,0
TXN109204,76.27,1.94,1.23,1.31,1,1,0,0,11,0
TXN109205,189.2,1.78,1.91,1.68,1,1,1,0,2,0
TXN109206,35.09,5.71,8.58,0.53,0,0,1,1,16,0
TXN109207,63.11,7.29,1.01,1.44,1,1,1,0,14,0
TXN109208,32.86,1.22,4.56,1.02,0,1,1,1,6,0
TXN109209,49.6,4.68,5.44,0.85,1,1,1,1,11,0
TXN109210,32.68,12.34,5.55,0.62,1,1,1,0,16,0
TXN109211,46.07,1.88,0.08,1.3,1,1,0,0,22,0
TXN109212,28.99,11.69,3.59,0.9,1,0,1,0,9,0
TXN109213,272.83,13.11,2.83,1.3,1,0,1,0,17,0
TXN109214,14.87,9.86,3.07,1.07,0,1,0,0,10,0
TXN109215,17.06,6.45,3.87,1.25,1,0,0,0,16,0
TXN109216,18.49,9.7,0.63,1.78,1,1,1,0,11,0
TXN109217,151.52,5.49,2.07,1.22,1,1,0,0,3,0
TXN109218,200.46,5.26,2.21,0.69,1,0,1,0,18,0
TXN109219,48.85,6.24,6.67,0.41,1,1,0,0,15,0
TXN109220,52.78,2.09,10.39,0.86,1,1,1,1,9,0
TXN109221,126.54,14.13,10.08,1.42,0,0,0,0,23,0
TXN109222,57.65,19.05,2.02,1.45,1,1,1,1,12,0
TXN109223,138.83,55.2,77.9,3.22,0,0,0,1,20,1
TXN109224,50.86,6.77,8.73,0.38,1,1,1,0,23,0
TXN109225,25.67,1.52,2.74,1.01,1,1,1,0,11,0
TXN109226,75.83,12.41,1.14,1.05,1,1,0,1,12,0
TXN109227,62.57,27.27,5.11,1.7,1,1,1,1,13,0
TXN109228,79.51,5.19,3.92,0.72,0,1,0,0,20,0
TXN109229,60.09,5.76,2.7,0.36,1,1,0,0,21,0
TXN109230,85.38,4.13,4.23,1.27,1,1,1,0,5,0
TXN109231,60.23,4.18,3.34,1.22,1,1,1,0,18,0
TXN109232,89.45,0.57,7.87,1.55,1,1,1,1,18,0
TXN109233,54.35,18.26,4.62,0.04,1,0,0,0,18,0
TXN109234,37.64,17.47,6.82,0.67,1,0,0,0,18,0
TXN109235,324.78,91.57,107.52,6.93,0,0,0,1,0,1
TXN109236,56.23,9.91,1.06,0.99,1,1,1,1,14,0
TXN109237,38.88,2.12,0.01,1.45,1,0,1,1,12,0
TXN109238,192.49,0.29,3.26,1.12,1,0,1,0,20,0
TXN109239,19.76,4.43,2.03,1.01,1,1,1,1,13,0
